num_gov,mp_id,nome,cargo,data_inicio,data_fim
13,1205,"António Vitorino","Ministro da Defesa Nacional",1995-10-30,1997-11-25
13,1205,"António Vitorino","Ministro da Presidência",1995-10-30,1997-11-25
13,173,"Jaime Gama","Ministro dos Negócios Estrangeiros",1995-10-28,1999-10-24
13,3526,"António Sousa Franco","Ministro das Finanças",1995-10-28,1999-10-24
13,180,"Jorge Coelho","Ministro da Administração Interna",1997-11-25,1999-10-24
13,143,"Alberto Costa","Ministro da Administração Interna",1995-10-30,1997-11-25
13,180,"Jorge Coelho","Ministro Adjunto",1995-10-30,1999-10-24
13,459,"João Cravinho","Ministro do Equipamento, Planeamento e Administração do Território",1995-10-28,1999-10-24
13,185,"José Vera Jardim","Ministro da Justiça",1995-10-28,1999-10-24
13,1267,"Joaquim Pina Moura","Ministro da Economia",1997-11-25,1999-10-24
13,,"Augusto Mateus","Ministro da Economia",1996-03-27,1997-11-25
13,1261,"Daniel Bessa","Ministro da Economia",1995-10-28,1996-03-27
13,197,"Luís Capoulas Santos","Ministro da Agricultura, Desenvolvimento Rural e das Pescas",1998-10-03,1999-10-24
13,,"Fernando Gomes da Silva","Ministro da Agricultura, Desenvolvimento Rural e das Pescas",1995-10-30,1998-10-03
13,,"Eduardo Marçal Grilo","Ministro da Educação",1995-10-28,1999-10-24
13,1671,"Maria de Belém Roseira","Ministro da Saúde",1995-10-28,1999-10-24
13,163,"Eduardo Ferro Rodrigues","Ministro do Trabalho e Solidariedade",1995-10-28,1999-10-24
13,1676,"Elisa Ferreira","Ministro do Ambiente",1995-10-28,1999-10-24
13,738,"Manuel Maria Carrilho","Ministro da Cultura",1995-10-28,1999-10-24
13,,"Mariano Gago","Ministro da Ciência e Tecnologia",1995-10-28,1999-10-24
13,,"Henrique Constantino","Ministro do Equipamento Social",1995-10-30,1995-12-27
13,,"Francisco Murteira Nabo","Ministro do Equipamento Social",1995-12-27,1996-01-15
13,,"Maria João Rodrigues","Ministro da Qualificação e Emprego",1995-10-30,1997-11-25
14,628,"António Guterres","Primeiro-Ministro",1999-10-25,2002-04-05
14,173,"Jaime Gama","Ministro de Estado",1999-10-25,2002-04-05
14,180,"Jorge Coelho","Ministro de Estado",2000-09-14,2001-03-10
14,173,"Jaime Gama","Ministro dos Negócios Estrangeiros",1999-10-25,2002-04-05
14,180,"Jorge Coelho","Ministro da Presidência",1999-10-25,2000-09-14
14,170,"Guilherme d'Oliveira Martins","Ministro da Presidência",2000-09-14,2002-04-05
14,170,"Guilherme d'Oliveira Martins","Ministro das Finanças",2001-07-03,2002-04-05
14,1267,"Joaquim Pina Moura","Ministro das Finanças",1999-10-25,2001-07-03
14,3601,"Rui Pena","Ministro da Defesa Nacional",2001-07-03,2002-04-05
14,3494,"Júlio Castro Caldas","Ministro da Defesa Nacional",1999-10-25,2001-07-03
14,,"Nuno Severiano Teixeira","Ministro da Administração Interna",2000-09-14,2002-04-05
14,1260,"Fernando Gomes","Ministro da Administração Interna",1999-10-25,2000-09-14
14,180,"Jorge Coelho","Ministro do Equipamento Social",1999-10-25,2001-03-10
14,163,"Eduardo Ferro Rodrigues","Ministro do Equipamento Social",2001-03-10,2002-01-23
14,285,"José Sócrates","Ministro do Equipamento Social",2002-01-23,2002-04-05
14,285,"José Sócrates","Ministro do Ambiente e do Ordenamento do Território",1999-10-25,2002-04-05
14,156,"António Costa","Ministro da Justiça",1999-10-25,2002-04-05
14,2090,"Luís Braga da Cruz","Ministro da Economia",2001-07-03,2002-04-05
14,,"Mário Cristina de Sousa","Ministro da Economia",2000-09-14,2001-07-03
14,,"Joaquim Pina Moura","Ministro da Economia",1999-10-25,2000-09-14
14,1676,"Elisa Ferreira","Ministra do Planeamento",1999-10-25,2002-04-05
14,197,"Luís Capoulas Santos","Ministro da Agricultura, Desenvolvimento Rural e Pescas",1999-10-25,2002-04-05
14,170,"Guilherme d'Oliveira Martins","Ministro da Educação",1999-10-25,2000-09-14
14,,"Júlio Pedrosa","Ministro da Educação",2001-07-03,2002-04-05
14,1278,"Augusto Santos Silva","Ministro da Educação",2000-09-14,2001-07-03
14,,"Manuela Arcanjo","Ministro da Saúde",1999-10-25,2001-07-03
14,153,"António Correia de Campos","Ministro da Saúde",2001-07-03,2002-04-05
14,163,"Eduardo Ferro Rodrigues","Ministro do Trabalho e da Solidariedade",1999-10-25,2001-03-10
14,,"Paulo Pedroso","Ministro do Trabalho e da Solidariedade",2001-03-10,2002-04-05
14,738,"Manuel Maria Carrilho","Ministro da Cultura",1999-10-25,2000-07-12
14,,"José Sasportes","Ministro da Cultura",2000-07-12,2001-07-03
14,1278,"Augusto Santos Silva","Ministro da Cultura",2001-07-03,2002-04-05
14,,"Mariano Gago","Ministro da Ciência e da Tecnologia",1999-10-25,2002-04-05
14,462,"Alberto Martins","Ministro da Reforma do Estado e da Administração Pública",1999-10-25,2002-04-05
14,187,"José Lello","Ministro da Juventude e do Desporto",2000-12-18,2002-04-05
14,158,"Armando Vara","Ministro da Juventude e do Desporto",2000-09-14,2000-12-18
14,158,"Armando Vara","Ministro Adjunto do Primeiro-Ministro",1999-10-25,2000-09-14
14,155,"António José Seguro","Ministro Adjunto do Primeiro-Ministro",2001-07-03,2002-04-05
14,1260,"Fernando Gomes","Ministro Adjunto",1999-10-25,2000-09-14
14,,"Maria do Céu Cunha Rego","Secretário de Estado para a Igualdade",2001-07-04,2002-04-05
14,1671,"Maria de Belém Roseira","Ministro da Igualdade",1999-10-25,2000-09-14
14,189,"José Magalhães","Secretário de Estado dos Assuntos Parlamentares",2000-09-18,2002-04-06
15,383,"José Manuel Durão Barroso","Primeiro-Ministro",2002-04-06,2004-07-16
15,319,"Manuela Ferreira Leite","Ministra de Estado e das Finanças",2002-04-06,2004-07-16
15,1352,"Paulo Portas","Ministro de Estado e da Defesa Nacional",2002-04-06,2004-07-16
15,,"António Martins da Cruz","Ministra dos Negócios Estrangeiros e das Comunidades Portuguesas",2002-04-06,2003-10-09
15,317,"Teresa Gouveia","Ministra dos Negócios Estrangeiros e das Comunidades Portuguesas",2003-10-09,2004-07-16
15,1441,"António Figueiredo Lopes","Ministro da Administração Interna",2002-04-06,2004-07-16
15,1625,"Celeste Cardona","Ministra da Justiça",2002-04-06,2004-07-16
15,1980,"Nuno Morais Sarmento","Ministro da Presidência",2002-04-06,2004-07-16
15,370,"Luís Marques Mendes","Ministro dos Assuntos Parlamentares",2002-04-06,2004-07-16
15,1638,"José Luís Arnaut","Ministro Adjunto do Primeiro-Ministro",2002-04-06,2004-07-16
15,,"Carlos Tavares","Ministro da Economia",2002-04-06,2004-07-16
15,,"Armando Sevinate Pinto","Ministro da Agricultura, Desenvolvimento Rural e Pescas",2002-04-06,2004-07-16
15,1640,"David Justino","Ministro da Educação",2002-04-06,2004-07-16
15,,"Maria da Graça Carvalho","Ministra da Ciência e do Ensino Superior",2003-10-06,2004-07-16
15,4085,"Pedro Lynce","Ministra da Ciência e do Ensino Superior",2002-04-06,2003-10-06
15,128,"Pedro Roseta","Ministro da Cultura",2002-04-06,2004-07-16
15,,"Luís Filipe Pereira","Ministro da Saúde",2002-04-06,2004-07-16
15,3399,"António Bagão Félix","Ministro da Segurança Social e Trabalho",2002-04-06,2004-07-16
15,376,"Luís Valente de Oliveira","Ministro das Obras Públicas, Transportes e Habitação",2002-04-06,2003-04-05
15,,"António Carmona Rodrigues","Ministro das Obras Públicas, Transportes e Habitação",2003-04-05,2004-07-16
15,,"Isaltino Morais","Ministro das Cidades, Ordenamento do Território e Ambiente",2002-04-06,2003-04-05
15,335,"Arlindo Cunha","Ministro das Cidades, Ordenamento do Território e Ambiente",2004-05-21,2004-07-16
15,,"Amílcar Theias","Ministro das Cidades, Ordenamento do Território e Ambiente",2003-04-05,2004-05-21
16,315,"Pedro Santana Lopes","Primeiro-Ministro",2004-07-17,2005-03-11
16,9,"Álvaro Barreto","Ministro de Estado, das Actividades Económicas e do Trabalho",2004-07-17,2005-03-11
16,1352,"Paulo Portas","Ministro de Estado",2004-07-17,2005-03-11
16,1352,"Paulo Portas","Ministro da Defesa Nacional e dos Assuntos do Mar",2004-07-17,2005-03-11
16,1980,"Nuno Morais Sarmento","Ministro de Estado",2004-07-17,2005-03-11
16,1980,"Nuno Morais Sarmento","Ministro da Presidência",2004-07-17,2005-03-11
16,3399,"António Bagão Félix","Ministro das Finanças e da Administração Pública",2004-07-17,2005-03-11
16,,"António Monteiro","Ministro dos Negócios Estrangeiros e das Comunidades Portuguesas",2004-07-17,2005-03-11
16,,"Daniel Sanches","Ministro da Administração Interna",2004-07-17,2005-03-11
16,2061,"José Pedro Aguiar Branco","Ministro da Justiça",2004-07-17,2005-03-11
16,1638,"José Luís Arnaut","Ministro das Cidades, Administração Local, Habitação e Desenvolvimento Regional",2004-07-17,2005-03-11
16,,"Carlos da Costa Neves","Ministro da Agricultura, Pescas e Florestas",2004-07-17,2005-03-11
16,,"Maria do Carmo Seabra","Ministra da Educação",2004-07-17,2005-03-11
16,,"Maria da Graça Carvalho","Ministra da Ciência, Inovação e Ensino Superior",2004-07-17,2005-03-11
16,,"Luís Filipe Pereira","Ministro da Saúde",2004-07-17,2005-03-11
16,1905,"Fernando Negrão","Ministro da Segurança Social, da Família e da Criança",2004-07-17,2005-03-11
16,,"António Mexia","Ministro das Obras Públicas, Transportes e Comunicações",2004-07-17,2005-03-11
16,,"Maria João Bustorff","Ministra da Cultura",2004-07-17,2005-03-11
16,1083,"Luís Nobre Guedes","Ministro do Ambiente e do Ordenamento do Território",2004-07-17,2005-03-11
16,1655,"Telmo Correia","Ministro do Turismo",2004-07-17,2005-03-11
16,133,"Rui Gomes da Silva","Ministro Adjunto do Primeiro-Ministro",2004-12-02,2005-03-11
16,133,"Rui Gomes da Silva","Ministro dos Assuntos Parlamentares",2004-07-21,2004-12-02
16,1645,"Henrique Chaves","Ministro Adjunto do Primeiro-Ministro",2004-07-17,2004-12-02
17,285,"José Sócrates","Primeiro-Ministro",2005-03-12,2009-10-25
17,538,"Luís Amado","Ministro de Estado",2006-07-03,2009-10-25
17,588,"Diogo Freitas do Amaral","Ministro de Estado",2005-03-12,2006-07-03
17,538,"Luís Amado","Ministro dos Negócios Estrangeiros",2006-07-03,2009-10-25
17,588,"Diogo Freitas do Amaral","Ministro dos Negócios Estrangeiros",2005-03-12,2006-07-03
17,,"Teixeira dos Santos","Ministro de Estado",2005-07-21,2009-10-25
17,156,"António Costa","Ministro de Estado",2005-03-12,2007-05-17
17,,"Luís Campos e Cunha","Ministro de Estado",2005-03-12,2005-07-21
17,,"Luís Campos e Cunha","Ministro das Finanças",2005-03-12,2005-07-21
17,,"Teixeira dos Santos","Ministro das Finanças",2005-07-21,2009-10-25
17,2050,"Manuel Pinho","Ministro da Economia e da Inovação",2005-03-12,2009-07-06
17,,"Teixeira dos Santos","Ministro da Economia e da Inovação",2009-07-06,2009-10-25
17,2011,"Pedro Silva Pereira","Ministro da Presidência",2005-03-12,2009-10-25
17,538,"Luís Amado","Ministro da Defesa Nacional",2005-03-12,2006-07-03
17,,"Nuno Severiano Teixeira","Ministro da Defesa Nacional",2006-07-03,2009-10-25
17,,"Rui Pereira","Ministro da Administração Interna",2007-05-17,2009-10-25
17,156,"António Costa","Ministro da Administração Interna e da Justiça",2005-03-12,2007-05-17
17,,"Francisco Nunes Correia","Ministro do Ambiente, do Ordenamento do Território e do Desenvolvimento Regional",2005-03-12,2009-10-25
17,,"Jaime Silva","Ministro da Agricultura, do Desenvolvimento Rural e das Pescas",2005-03-12,2009-10-25
17,,"Mário Lino","Ministro das Obras Públicas, Transportes e Comunicações",2005-03-12,2009-10-25
17,1867,"José Vieira da Silva","Ministro do Trabalho e da Solidariedade Social",2005-03-12,2009-10-25
17,153,"António Correia de Campos","Ministra da Saúde",2005-03-12,2008-01-30
17,3986,"Ana Jorge","Ministra da Saúde",2008-01-30,2009-10-25
17,,"Maria de Lurdes Rodrigues","Ministra da Educação",2005-03-12,2009-10-25
17,,"Mariano Gago","Ministro da Ciência, Tecnologia e Ensino Superior",2005-03-12,2009-10-25
17,1672,"Isabel Pires de Lima","Ministro da Cultura",2005-03-12,2008-01-30
17,,"José António Pinto Ribeiro","Ministro da Cultura",2008-01-30,2009-10-25
17,1278,"Augusto Santos Silva","Ministro dos Assuntos Parlamentares",2005-03-12,2009-10-25
18,285,"José Sócrates","Primeiro-Ministro",2009-10-26,2011-06-20
18,538,"Luís Amado","Ministro de Estado e dos Negócios Estrangeiros",2009-10-26,2011-06-20
18,,"Teixeira dos Santos","Ministro de Estado e das Finanças",2009-10-26,2011-06-20
18,2011,"Pedro Silva Pereira","Ministro da Presidência",2009-10-26,2011-06-20
18,1278,"Augusto Santos Silva","Ministro da Defesa Nacional",2009-10-26,2011-06-20
18,,"Rui Pereira","Ministro da Administração Interna",2009-10-26,2011-06-20
18,462,"Alberto Martins","Ministro da Justiça",2009-10-26,2011-06-20
18,1867,"José Vieira da Silva","Ministro da Economia, da Inovação e do Desenvolvimento",2009-10-26,2011-06-20
18,,"António Serrano","Ministro da Agricultura, do Desenvolvimento Rural e das Pescas",2009-10-26,2011-06-20
18,,"António Mendonça","Ministro das Obras Públicas, Transportes e Comunicações",2009-10-26,2011-06-20
18,,"Dulce Pássaro","Ministra do Ambiente e do Ordenamento do Território",2009-10-26,2011-06-20
18,,"Helena André","Ministra do Trabalho e da Solidariedade Social",2009-10-26,2011-06-20
18,3986,"Ana Jorge","Ministra da Saúde",2009-10-26,2011-06-20
18,,"Isabel Alçada","Ministra da Educação",2009-10-26,2011-06-20
18,,"Mariano Gago","Ministro da Ciência, Tecnologia e Ensino Superior",2009-10-26,2011-06-20
18,1851,"Gabriela Canavilhas","Ministra da Cultura",2009-10-26,2011-06-20
18,179,"Jorge Lacão","Ministro dos Assuntos Parlamentares",2009-10-26,2011-06-20
19,129,"Pedro Passos Coelho","Primeiro-Ministro",2011-06-21,
19,,"Vítor Gaspar","Ministro de Estado e das Finanças",2011-06-21,
19,1352,"Paulo Portas","Ministro de Estado e dos Negócios Estrangeiros",2011-06-21,
19,2061,"José Pedro Aguiar Branco","Ministro da Defesa Nacional",2011-06-21,
19,123,"Miguel Macedo","Ministro da Administração Interna",2011-06-21,
19,4434,"Paula Teixeira da Cruz","Ministra da Justiça",2011-06-21,
19,124,"Miguel Relvas","Ministro Adjunto e dos Assuntos Parlamentares",2011-06-21,
19,,"Álvaro Santos Pereira","Ministro da Economia e do Emprego",2011-06-21,
19,4057,"Assunção Cristas","Ministra da Agricultura, do Mar, do Ambiente e do Ordenamento do Território",2011-06-21,
19,,"Paulo Macedo","Ministro da Saúde",2011-06-21,
19,,"Nuno Crato","Ministro da Educação e da Ciência",2011-06-21,
19,1102,"Pedro Mota Soares","Ministro da Solidariedade e da Segurança Social",2011-06-21,
19,1239,"Luís Marques Guedes","Secretário de Estado da Presidência do Conselho de Ministros",2011-06-21,
19,4293,"Carlos Moedas","Secretário de Estado Adjunto do Primeiro-Ministro",2011-06-21,
19,4310,"Francisco José Viegas","Secretário de Estado da Cultura",2011-06-21,
19,,"Luís Morais Sarmento","Secretário de Estado do Orçamento",2011-06-21,
19,,"Maria Luís Albuquerque","Secretária de Estado do Tesouro e das Finanças",2011-06-21,
19,,"Paulo Núncio","Secretário de Estado dos Assuntos Fiscais",2011-06-21,
19,,"Hélder Rosalino","Secretário de Estado da Administração Pública",2011-06-21,
19,,"Miguel Morais Leitão","Secretário de Estado Adjunto e dos Assuntos Europeus",2011-06-21,
19,,"Luís Brites Pereira","Secretário de Estado dos Negócios Estrangeiros e da Cooperação",2011-06-21,
19,,"José Cesário","Secretário de Estado das Comunidades Portuguesas",2011-06-21,
19,,"Vânia Dias da Silva","Subsecretária de Estado Adjunta do Ministro de Estado e dos Negócios Estrangeiros",2011-06-21,
19,,"Paulo Braga Lino","Secretário de Estado Adjunto e da Defesa Nacional",2011-06-21,
19,,"Juvenal da Silva Peneda","Secretário de Estado Adjunto do Ministro da Administração Interna",2011-06-21,
19,4172,"Filipe Lobo d'Ávila","Secretário de Estado da Administração Interna",2011-06-21,
19,,"Fernando Santo","Secretário de Estado da Administração Patrimonial e Equipamentos do Ministério da Justiça",2011-06-21,
19,1619,"Feliciano Barreiras Duarte","Secretário de Estado Adjunto do Ministro Adjunto e dos Assuntos Parlamentares",2011-06-21,
19,1897,"Teresa Morais","Secretária de Estado dos Assuntos Parlamentares e da Igualdade",2011-06-21,
19,,"Paulo Simões Júlio","Secretário de Estado da Administração Local e Reforma Administrativa",2011-06-21,
19,,"Alexandre Mestre","Secretário de Estado do Desporto e Juventude",2011-06-21,
19,,"António Almeida Henriques","Secretário de Estado Adjunto da Economia e Desenvolvimento Regional",2011-06-21,
19,,"Pedro Silva Martins","Secretário de Estado do Emprego",2011-06-21,
19,,"Carlos Nuno Oliveira","Secretário de Estado do Empreendedorismo, Competitividade e Inovação",2011-06-21,
19,,"Sérgio Silva Monteiro","Secretário de Estado das Obras Públicas, Transportes e Comunicações",2011-06-21,
19,,"Artur Trindade","Secretário de Estado da Energia",2011-06-21,
19,,"Cecília Meireles","Secretária de Estado do Turismo",2011-06-21,
19,,"José Diogo Albuquerque","Secretário de Estado da Agricultura",2011-06-21,
19,1724,"Daniel Campelo","Secretário de Estado das Florestas e Desenvolvimento Rural",2011-06-21,
19,,"Manuel Pinto de Abreu","Secretário de Estado do Mar",2011-06-21,
19,,"Pedro Afonso de Paulo","Secretário de Estado do Ambiente e Ordenamento do Território",2011-06-21,
19,,"Fernando Leal da Costa","Secretário de Estado Adjunto do Ministro da Saúde",2011-06-21,
19,,"Manuel Ferreira Teixeira","Secretário de Estado da Saúde",2011-06-21,
19,,"João Filipe Queiró","Secretário de Estado do Ensino Superior",2011-06-21,
19,,"Leonor Parreira","Secretária de Estado da Ciência",2011-06-21,
19,,"João Casanova de Almeida","Secretário de Estado do Ensino e Administração Escolar",2011-06-21,
19,,"Isabel Leite","Secretária de Estado do Ensino Básico e Secundário",2011-06-21,
19,646,"Marco António Costa","Secretário de Estado da Solidariedade e da Segurança Social",2011-06-21,
